gene_name	gene_id	biotype	start	stop	HG002	HG003	HG004	HG005	HG01106	HG01258	HG01928	HG02055	HG02630	HG03492	HG03579	IHW09021	IHW09049	IHW09071	IHW09117	IHW09118	IHW09122	IHW09125	IHW09175	IHW09198	IHW09200	IHW09224	IHW09245	IHW09251	IHW09359	IHW09364	IHW09409	NA19240	NA20129	NA21309	NA24694	NA24695
HCG17	ENSG00000270604	lncRNA	30234038	30326134	50.11	39.03	28.48	22.19	37.13	40.2	34.99	25.28	25.89	29.19	12.18	29.04	53.78	18.22	65.77	14.92	70.43	49.37	29.3	40.87	47.94	51.07	9.59	30.94	66.86	16.73	35.72	16.42	45.17	33.36	39.56	20.69
TRIM26BP	ENSG00000236475	unprocessed_pseudogene	30238300	30242279	0.24	0.39	1.5	0.0	1.81	0.39	0.0	1.5	0.69	0.73	0.0	0.0	0.33	0.0	1.0	0.0	0.74	1.23	0.0	0.0	1.61	0.08	0.0	0.0	0.27	0.0	0.0	0.0	0.29	0.72	0.07	0.0
HLA-L	ENSG00000291097	lncRNA	30259547	30293015	92.98	74.95	54.72	42.95	69.95	75.26	68.07	49.39	50.22	55.83	24.64	58.79	108.38	36.36	130.95	31.7	135.8	100.38	61.8	81.75	96.61	103.62	20.62	64.88	134.6	35.34	73.66	34.44	83.4	63.86	73.34	37.8
HLA-L	ENSG00000243753	transcribed_unprocessed_pseudogene	30259624	30261703	845.97	674.57	468.0	361.72	615.21	658.32	566.17	416.22	432.06	534.25	212.12	382.67	853.02	252.12	992.73	230.15	1030.39	731.62	453.39	557.23	709.75	816.66	147.43	456.1	1041.7	207.51	548.02	279.7	744.04	554.94	625.88	343.72
ENSG00000280128	ENSG00000280128	TEC	30282348	30286054	0.24	0.0	1.2	0.0	0.0	1.12	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.17	0.0	1.02	0.0	0.34	0.0	0.33	0.5	0.0	0.0	0.78	0.0	0.0	0.16	0.25	0.74	0.55	0.0
HCG18	ENSG00000231074	lncRNA	30286689	30327382	0.73	0.55	0.27	0.11	0.69	0.38	0.43	0.59	0.06	0.35	0.12	0.21	1.14	0.1	0.62	0.07	0.88	0.62	0.34	0.0	0.44	0.32	0.0	0.07	0.42	0.14	0.0	0.14	0.51	0.26	0.34	0.11
TRIM39	ENSG00000204599	protein_coding	30326478	30343729	0.32	0.1	0.59	0.13	0.55	0.34	0.47	0.22	0.0	0.4	0.06	0.18	0.16	0.0	0.54	0.0	0.1	0.1	0.11	0.08	0.23	0.22	0.22	0.23	0.27	0.2	0.0	0.0	0.46	0.49	0.41	0.0
TRIM39-RPP21	ENSG00000248167	protein_coding	30328906	30346854	0.29	0.09	0.78	0.15	0.37	0.19	0.62	0.07	0.0	0.25	0.23	0.17	0.33	0.0	0.76	0.0	0.0	0.09	0.13	0.08	0.64	0.25	0.21	0.27	0.32	0.19	0.0	0.04	0.55	0.2	0.39	0.01
RPP21	ENSG00000241370	protein_coding	30345130	30346884	0.05	0.0	1.99	0.24	0.0	0.0	0.76	0.0	0.0	0.0	0.95	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.88	0.43	0.0	0.0	0.0	0.34	0.0	0.49	0.38	0.08	0.0	0.08
HLA-N	ENSG00000224372	unprocessed_pseudogene	30351415	30351550	5.0	4.78	2.0	0.99	3.0	3.0	4.48	3.0	3.0	3.0	1.0	1.0	0.0	0.98	7.0	1.28	13.99	6.86	4.98	5.0	16.99	3.62	1.0	6.0	3.0	0.0	8.97	2.99	8.96	6.87	5.96	2.0
ENSG00000224486	ENSG00000224486	processed_pseudogene	30359277	30359911	0.17	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBQLN1P1	ENSG00000236405	processed_pseudogene	30363111	30364280	0.95	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
MICC	ENSG00000226577	unprocessed_pseudogene	30414714	30419319	0.22	0.57	0.0	0.0	0.45	0.0	0.68	0.0	0.06	1.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.21	0.0	0.0	0.68	0.15	0.13	0.3	0.0	0.0
ENSG00000286301	ENSG00000286301	lncRNA	30451138	30456212	0.46	2.54	0.0	0.66	1.31	0.3	0.43	0.23	0.0	0.0	0.0	0.17	0.07	0.0	0.0	0.0	3.65	0.0	0.0	0.0	0.11	1.31	0.0	4.03	0.36	0.0	0.0	0.62	0.19	0.19	0.38	1.18
ENSG00000288805	ENSG00000288805	lncRNA	30460824	30481634	1.63	1.3	0.75	0.64	0.9	0.36	0.33	1.15	0.15	0.78	0.33	0.37	1.73	0.25	1.27	0.0	3.78	1.29	0.43	0.07	1.34	0.81	0.0	0.47	1.68	0.09	1.26	0.08	1.53	1.31	1.16	0.14
TMPOP1	ENSG00000229068	processed_pseudogene	30466451	30467994	0.0	0.0	0.99	0.0	1.0	0.0	0.0	0.0	0.0	1.98	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	2.96	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.99	0.0	0.0	0.0
SUCLA2P1	ENSG00000224936	processed_pseudogene	30468881	30470251	0.0	0.31	0.0	0.27	0.98	0.17	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	2.0	0.0	0.91	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0
RANP1	ENSG00000236603	processed_pseudogene	30485939	30486590	98.56	67.22	39.76	42.39	66.01	99.24	55.3	30.57	59.81	44.64	18.84	44.73	86.04	41.8	119.57	17.11	162.59	56.75	42.09	108.42	69.31	71.7	10.61	29.57	134.84	31.06	50.31	20.86	91.71	60.01	73.62	25.57
HLA-E	ENSG00000204592	protein_coding	30489508	30494194	647.1	516.86	331.48	272.63	427.79	488.15	412.37	320.56	342.48	351.07	151.28	384.64	732.6	242.03	879.82	236.4	941.52	701.55	392.78	491.95	649.9	679.59	115.17	473.42	929.33	201.23	448.82	206.67	559.94	422.95	465.01	134.66
LINC02569	ENSG00000235781	lncRNA	30516265	30519217	5.5	2.66	0.97	0.51	1.87	2.0	1.93	0.0	1.42	0.94	1.36	0.0	2.98	0.0	0.68	0.0	0.45	0.91	0.32	1.22	4.46	3.61	1.34	1.24	1.26	0.2	0.0	0.55	1.89	0.45	1.0	0.0
GNL1	ENSG00000204590	protein_coding	30541380	30556489	0.59	0.6	0.31	0.2	1.09	0.62	0.4	0.05	0.19	0.41	0.09	0.0	0.56	0.58	0.59	0.0	0.75	0.0	0.13	0.0	0.14	0.15	0.0	0.96	0.0	0.14	0.03	0.0	0.14	0.29	0.19	0.0
PRR3	ENSG00000204576	protein_coding	30557279	30563723	3.36	0.31	0.0	0.0	1.81	0.49	0.3	1.18	0.44	0.44	0.0	0.65	4.93	0.0	1.67	0.0	0.52	2.87	0.0	0.0	0.06	0.74	0.0	0.0	1.29	1.35	1.05	0.46	1.94	0.5	2.41	0.39
ENSG00000290047	ENSG00000290047	lncRNA	30570637	30571273	0.0	0.0	0.0	0.0	0.55	0.0	1.0	1.0	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.0	1.22	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.55
ABCF1	ENSG00000204574	protein_coding	30571392	30597179	1.11	1.36	0.44	0.23	0.68	0.9	0.53	0.78	0.32	1.19	0.58	0.68	1.93	0.36	1.58	0.38	1.05	0.83	0.26	0.1	0.67	0.18	0.35	0.44	0.91	0.1	0.13	0.17	0.6	1.2	0.61	0.31
MIR877	ENSG00000216101	miRNA	30584331	30584417	0.0	2.98	0.31	0.0	0.0	2.0	0.0	1.99	0.0	0.0	1.0	0.0	0.0	0.0	1.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PPP1R10	ENSG00000204569	protein_coding	30600412	30618612	1.12	1.46	0.36	0.11	0.94	1.42	0.77	0.46	1.03	1.46	0.54	0.37	0.04	0.0	1.01	0.0	0.88	1.73	0.1	0.15	0.58	1.17	0.0	0.35	0.17	0.0	0.14	0.52	0.45	0.42	1.25	0.0
MRPS18B	ENSG00000204568	protein_coding	30617839	30626395	1.71	1.6	0.0	0.54	1.62	2.0	1.8	0.51	0.0	0.0	0.06	0.31	0.58	0.0	0.47	0.0	0.39	1.85	0.0	0.0	1.84	0.39	0.0	0.22	0.49	0.0	0.0	0.49	0.55	0.0	0.0	0.0
ATAT1	ENSG00000137343	protein_coding	30626841	30646823	2.39	1.47	0.87	1.1	1.04	0.78	0.42	0.74	0.24	0.57	0.08	0.65	0.77	0.23	1.24	0.01	0.59	1.55	0.25	1.09	0.0	0.65	0.0	0.76	0.74	0.0	0.74	0.82	2.6	0.77	0.65	0.0
PTMAP1	ENSG00000228415	processed_pseudogene	30633631	30633956	7.76	1.0	1.0	3.98	2.41	0.0	1.0	2.0	0.0	0.0	0.0	1.98	1.0	0.0	3.0	0.0	0.0	1.99	0.0	4.0	0.0	2.0	0.0	1.81	0.71	0.0	0.0	2.0	3.98	0.0	0.0	0.0
C6orf136	ENSG00000204564	protein_coding	30647038	30653210	1.09	2.14	0.05	0.56	1.39	0.98	0.33	2.07	1.32	0.89	0.81	0.04	0.0	1.57	2.44	1.12	0.92	5.22	0.0	2.23	0.57	1.05	0.0	0.17	1.87	0.43	0.45	0.0	2.11	0.73	2.66	0.0
DHX16	ENSG00000204560	protein_coding	30653118	30673006	2.45	1.0	0.8	0.2	0.88	0.29	1.42	1.52	1.14	1.81	0.18	0.43	0.95	0.0	1.02	0.0	2.93	1.14	0.19	0.71	1.1	1.04	0.3	0.36	2.92	0.49	0.13	1.05	0.72	0.72	1.29	0.0
PPP1R18	ENSG00000146112	protein_coding	30676388	30687895	1.31	0.12	1.04	0.25	0.97	0.96	0.67	1.11	0.43	0.14	0.47	0.21	0.15	0.51	1.96	0.0	0.08	1.12	0.23	0.19	0.55	1.16	0.09	0.13	0.69	0.0	2.09	0.51	2.52	0.38	0.47	0.0
NRM	ENSG00000137404	protein_coding	30688046	30691420	0.4	0.25	0.0	0.0	0.67	1.33	0.13	0.14	0.0	1.11	0.0	0.48	0.0	0.0	2.68	0.0	0.43	0.0	1.12	0.0	0.44	0.0	0.0	0.04	2.0	0.89	1.09	0.0	1.31	0.36	0.99	0.24
RPL7P4	ENSG00000230449	processed_pseudogene	30696805	30697535	0.25	3.12	1.69	0.0	2.37	1.0	1.57	0.0	3.0	1.0	0.7	0.99	5.0	0.0	2.0	0.0	0.0	1.23	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	2.0	2.99	0.0	2.0	1.99
MDC1	ENSG00000137337	protein_coding	30699806	30717447	1.65	1.04	1.07	0.17	0.83	1.45	0.87	0.49	0.86	1.0	0.21	0.0	1.35	0.53	0.23	0.0	1.46	1.23	1.18	0.76	1.05	2.07	0.0	0.12	0.94	0.42	0.52	0.85	0.43	0.73	1.08	1.52
MDC1-AS1	ENSG00000224328	lncRNA	30703066	30713184	1.62	1.08	1.61	0.11	1.39	2.0	0.64	0.39	0.77	1.16	0.37	0.0	1.32	0.26	0.27	0.0	1.04	1.58	1.51	0.1	1.13	1.56	0.0	0.21	0.98	0.71	0.65	0.66	0.01	0.53	1.2	1.5
TUBB	ENSG00000196230	protein_coding	30717434	30725538	0.54	0.47	0.0	0.28	0.0	0.0	0.27	0.43	0.61	0.09	0.48	0.67	0.84	1.34	0.0	0.0	0.0	0.0	0.36	0.2	0.28	0.22	0.0	0.63	0.09	0.0	0.0	0.0	1.43	0.07	0.0	0.09
ENSG00000272540	ENSG00000272540	lncRNA	30723104	30723877	1.0	0.0	0.0	0.0	0.0	0.0	0.68	1.0	0.99	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0
FLOT1	ENSG00000137312	protein_coding	30727708	30742732	2.36	1.52	1.3	0.29	0.53	0.92	1.71	1.19	0.38	0.5	0.35	0.95	1.5	0.0	3.57	0.0	2.4	2.45	1.66	0.92	1.32	2.76	0.2	0.52	2.09	0.56	0.0	0.66	0.42	1.41	1.72	0.87
Y_RNA	ENSG00000201988	misc_RNA	30736303	30736414	3.21	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.97	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
IER3-AS1	ENSG00000272273	lncRNA	30742756	30743638	0.0	1.42	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81	0.0	0.0	0.0	4.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
IER3	ENSG00000137331	protein_coding	30743198	30744548	0.0	2.04	0.0	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.17	0.0	0.0	1.12	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.99	0.0	0.0	0.18	0.0	0.0	0.0	0.0	1.0	0.0	0.0
HCG20	ENSG00000228022	lncRNA	30743789	30792250	1.6	1.36	0.59	0.67	1.19	1.2	1.0	1.29	0.85	1.05	0.28	0.85	0.44	0.81	0.54	0.06	0.8	0.67	1.04	1.45	1.44	1.32	0.0	0.34	1.3	0.58	0.23	0.1	1.55	0.75	1.54	0.12
RN7SL353P	ENSG00000263608	misc_RNA	30751037	30751289	2.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
LINC00243	ENSG00000214894	lncRNA	30798210	30830659	0.76	0.79	0.46	0.33	0.96	0.13	0.56	0.19	0.39	0.21	0.0	0.38	1.93	0.0	3.18	0.0	2.98	1.7	0.33	0.63	1.0	1.23	0.07	0.11	1.26	0.0	0.33	0.32	1.22	1.33	1.19	0.39
LINC02570	ENSG00000237923	lncRNA	30838323	30848204	1.29	0.77	0.11	0.0	0.42	0.23	0.54	0.94	0.0	1.12	0.27	0.0	0.48	0.0	0.57	0.0	2.23	0.52	0.0	0.42	0.68	0.26	0.0	0.0	1.62	0.0	0.0	0.67	0.94	0.61	1.54	0.13
RN7SKP186	ENSG00000202241	misc_RNA	30864249	30864552	1.99	0.0	0.99	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDR1-DT	ENSG00000237775	lncRNA	30866981	30875918	0.49	0.37	0.0	0.0	0.23	0.99	0.15	0.31	0.0	0.28	0.0	0.12	0.15	0.0	0.0	0.0	0.54	0.0	0.0	0.0	1.26	0.88	0.0	1.07	1.03	0.0	0.0	0.49	0.66	0.6	0.13	0.4
DDR1	ENSG00000204580	protein_coding	30876420	30900156	0.39	1.34	0.44	0.11	0.61	0.12	0.42	0.48	0.72	0.11	0.17	0.11	0.06	0.05	0.34	0.0	0.44	0.85	0.99	0.18	0.03	0.47	0.0	0.4	0.11	0.0	0.0	0.04	0.43	0.0	0.71	0.1
MIR4640	ENSG00000284370	miRNA	30890882	30890972	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GTF2H4	ENSG00000213780	protein_coding	30908206	30914106	1.9	0.22	0.16	1.67	0.17	0.0	0.0	0.0	0.0	0.0	0.42	0.0	1.77	0.0	0.0	1.55	0.96	0.0	0.0	0.0	0.0	2.44	0.0	0.26	0.54	0.0	0.0	0.0	0.98	0.74	0.0	0.0
ENSG00000288473	ENSG00000288473	lncRNA	30908241	30926459	1.22	1.19	0.19	0.63	0.05	0.25	0.0	0.0	0.22	0.24	0.14	0.0	1.23	0.0	0.71	0.61	1.56	1.34	0.0	0.35	0.1	0.78	0.0	0.99	0.95	0.31	0.0	0.18	0.89	0.8	0.53	0.13
VARS2	ENSG00000137411	protein_coding	30914204	30926459	0.91	1.68	0.21	0.14	0.0	0.37	0.0	0.0	0.33	0.36	0.0	0.0	0.99	0.0	1.06	0.17	1.87	2.0	0.0	0.51	0.15	0.0	0.0	1.34	1.13	0.46	0.0	0.26	0.86	0.83	0.78	0.19
SFTA2	ENSG00000196260	protein_coding	30931352	30955636	0.65	0.35	0.52	0.0	1.45	0.7	0.11	0.24	0.89	0.41	0.46	0.0	0.6	0.0	0.07	0.7	0.74	0.52	0.13	0.22	0.03	0.19	0.0	0.13	0.1	0.0	0.05	0.33	0.39	0.17	0.43	1.03
Y_RNA	ENSG00000252761	misc_RNA	30932617	30932709	1.16	0.0	1.0	0.0	1.0	0.0	1.0	0.99	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.89	0.0	0.0	0.0
MUCL3	ENSG00000168631	protein_coding	30934522	30954221	0.53	0.44	0.42	0.0	1.55	0.77	0.0	0.21	1.0	0.42	0.39	0.0	0.64	0.0	0.08	0.59	0.78	0.64	0.1	0.28	0.0	0.23	0.0	0.1	0.12	0.0	0.07	0.24	0.18	0.18	0.53	1.24
HCG21	ENSG00000233529	lncRNA	30945978	30954862	0.29	0.97	0.41	0.0	0.36	0.46	0.0	0.46	1.34	0.04	0.09	0.0	1.42	0.0	0.11	0.27	0.0	1.41	0.0	0.61	0.0	0.51	0.0	0.0	0.22	0.0	0.15	0.0	0.2	0.2	0.73	1.49
NAPGP2	ENSG00000275906	processed_pseudogene	30961402	30962396	1.25	0.0	0.0	0.0	0.0	1.09	1.0	1.0	0.0	0.07	0.0	0.0	0.09	0.0	3.76	0.0	1.81	0.0	0.0	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.34	0.0	0.39	0.64
MUC21	ENSG00000204544	protein_coding	30983717	30989903	1.87	2.58	0.43	0.19	0.32	1.32	3.24	0.73	0.21	1.04	0.0	0.0	0.56	0.0	0.0	0.61	3.32	0.38	0.0	0.5	0.0	0.0	0.48	0.28	0.15	0.0	0.97	0.0	1.61	0.97	0.69	0.21
MUC22	ENSG00000261272	protein_coding	31010473	31035402	2.09	0.34	0.95	0.37	0.84	1.15	0.69	0.8	0.31	1.14	0.35	0.35	1.53	0.33	0.51	0.0	0.84	1.3	0.23	0.14	0.66	1.95	0.0	0.87	0.71	0.59	1.02	0.15	1.67	0.31	0.69	0.28
HCG22	ENSG00000228789	protein_coding	31053449	31059890	0.55	0.53	0.03	0.0	1.32	0.7	0.17	0.93	0.06	0.15	0.0	0.0	0.0	0.0	0.2	0.0	2.08	0.24	0.26	0.26	0.0	0.0	0.0	0.0	1.47	0.1	0.0	0.36	0.07	0.58	0.0	0.0
RNU6-1133P	ENSG00000222895	snRNA	31083009	31083109	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99	0.0	1.0	0.0	2.0	1.97	1.99	0.0	1.0	2.98	0.0	0.0	2.97	0.0	0.0	0.0	0.0	0.0	1.99	0.0	0.0	0.0	0.0	1.0
C6orf15	ENSG00000204542	protein_coding	31111222	31112575	0.0	0.19	0.0	0.0	1.48	0.26	0.0	0.59	0.0	0.0	0.08	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.61	0.0	0.0	0.0	0.99	0.13	0.26	0.0
PSORS1C1	ENSG00000204540	protein_coding	31114749	31140092	3.95	2.92	1.18	1.62	0.85	1.19	3.01	0.88	1.13	0.89	0.63	0.41	2.6	0.11	3.16	0.32	3.04	0.84	0.09	0.41	1.05	2.09	0.32	0.83	1.47	0.43	1.79	0.47	2.2	1.92	2.63	0.59
CDSN	ENSG00000204539	protein_coding	31115086	31120446	2.83	3.28	0.0	0.99	0.0	0.19	2.3	0.36	0.0	0.51	0.0	0.0	1.18	0.0	0.65	0.0	0.89	0.0	0.0	0.0	2.49	2.03	0.38	1.05	0.28	0.66	3.57	0.33	1.41	1.48	0.51	1.66
PSORS1C2	ENSG00000204538	protein_coding	31137533	31139066	0.93	2.14	0.52	1.47	0.91	0.0	3.04	1.0	0.32	0.0	0.0	0.0	0.92	0.52	1.99	0.08	2.15	0.98	1.0	3.33	0.0	0.0	0.0	0.0	2.37	1.62	1.09	0.0	1.38	0.0	2.74	0.0
POLR2LP1	ENSG00000238211	processed_pseudogene	31140726	31140913	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	1.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.99	0.0	0.97	0.0	0.0	1.98	1.0	1.0	0.0	0.0	0.0
CCHCR1	ENSG00000204536	protein_coding	31142438	31158238	1.62	0.79	0.97	0.0	2.16	0.67	0.67	1.23	0.31	1.55	0.0	0.48	1.0	0.21	1.51	0.37	1.52	0.18	0.58	0.39	0.95	0.61	0.0	0.0	2.18	0.49	0.2	1.17	1.39	1.57	0.89	0.38
TCF19	ENSG00000137310	protein_coding	31158330	31167159	1.48	2.65	0.82	0.34	0.83	1.01	0.79	0.21	0.35	0.32	0.0	0.1	0.22	0.0	2.6	0.44	2.51	0.1	0.61	0.0	1.97	1.96	0.0	0.0	0.03	0.72	0.41	0.27	1.49	1.35	1.9	0.0
POU5F1	ENSG00000204531	protein_coding	31164336	31180731	0.32	0.55	0.64	0.39	0.43	0.37	0.96	1.25	0.43	0.62	0.0	0.38	0.37	0.42	1.17	1.38	1.57	1.15	1.75	0.82	0.68	0.73	0.0	0.18	0.44	0.21	0.47	0.06	0.54	0.06	0.86	0.17
PSORS1C3	ENSG00000204528	lncRNA	31173734	31177899	0.0	0.32	0.48	0.16	0.0	0.0	1.21	1.54	1.24	0.47	0.0	0.61	1.02	0.0	2.3	0.86	0.72	2.06	1.79	2.68	0.62	0.82	0.0	0.3	0.97	0.3	0.67	0.24	0.17	0.0	0.0	0.56
ENSG00000272501	ENSG00000272501	lncRNA	31195199	31198037	1.29	0.0	0.11	0.51	1.11	0.78	0.59	0.0	2.83	1.21	1.26	0.0	6.18	0.0	4.06	0.0	4.18	4.04	1.05	0.27	5.51	0.09	0.0	1.88	2.32	1.84	2.74	0.0	0.49	0.61	0.0	2.0
HCG27	ENSG00000206344	lncRNA	31197759	31203968	2.37	0.21	0.0	0.0	0.14	0.98	0.81	0.13	1.26	0.49	0.48	0.0	0.57	0.0	0.9	0.0	0.52	0.33	1.94	0.0	3.5	3.01	0.0	0.03	3.52	3.06	0.5	0.21	1.11	1.06	0.0	0.67
ENSG00000271821	ENSG00000271821	lncRNA	31200164	31201918	3.39	0.63	0.0	0.0	0.0	1.98	1.78	0.0	0.38	1.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.13	0.0	3.32	3.97	0.0	0.0	2.07	3.0	0.0	0.58	2.0	1.21	0.0	0.0
ENSG00000255726	ENSG00000255726	unprocessed_pseudogene	31222912	31223093	3.94	0.0	1.3	0.0	0.0	1.0	0.0	2.0	1.0	2.94	0.94	0.0	0.0	0.0	0.0	2.0	4.56	0.0	0.0	1.0	0.0	6.97	0.0	1.97	0.0	0.0	0.0	1.0	1.07	0.0	3.0	0.0
ENSG00000255899	ENSG00000255899	unprocessed_pseudogene	31224341	31225058	4.15	1.0	1.0	0.0	1.04	3.0	1.0	2.0	1.0	1.11	1.0	0.0	0.49	0.0	1.93	6.96	6.0	0.0	0.0	0.0	0.0	3.0	0.0	0.58	0.0	0.0	1.0	0.16	3.99	1.0	1.16	0.0
HLA-C	ENSG00000204525	protein_coding	31268748	31272130	1200.77	924.65	658.66	565.09	822.11	876.91	644.61	583.21	615.36	742.53	309.33	737.6	1245.42	451.94	1525.78	442.42	1628.29	1159.46	740.46	928.24	1094.94	1169.29	259.69	707.61	1572.18	381.68	904.62	381.93	1049.49	688.05	864.34	530.66
ENSG00000288813	ENSG00000288813	lncRNA	31272239	31272590	931.12	705.44	485.29	440.65	566.11	663.7	398.64	351.61	463.5	582.67	208.36	536.4	905.0	284.42	1077.45	273.6	1175.38	846.83	505.22	648.38	746.74	901.8	183.1	518.97	1158.38	222.56	650.21	222.23	835.03	508.25	648.46	383.2
USP8P1	ENSG00000214892	processed_pseudogene	31275571	31278754	33.87	22.23	16.89	16.06	36.04	40.2	27.59	21.34	19.39	15.22	13.36	33.59	36.45	28.52	41.76	6.07	79.42	44.83	43.42	60.98	40.03	34.42	1.3	28.31	77.43	14.74	34.92	7.19	35.09	20.12	28.33	22.83
RPL3P2	ENSG00000227939	processed_pseudogene	31280316	31281519	1.0	1.92	0.0	0.0	0.0	1.48	0.72	0.26	0.61	0.0	0.0	0.74	0.38	1.9	0.29	0.0	4.69	0.59	0.0	3.07	3.7	0.27	0.0	0.1	1.84	1.66	0.87	1.0	0.0	0.8	0.42	0.0
WASF5P	ENSG00000231402	processed_pseudogene	31287509	31288964	0.31	0.47	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.93	0.38	0.0
LINC02571	ENSG00000256166	lncRNA	31293907	31301642	0.27	0.0	0.0	0.0	0.45	0.2	0.07	0.0	0.15	0.0	0.0	0.0	0.09	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.14	0.85	0.0
ENSG00000229836	ENSG00000229836	unprocessed_pseudogene	31307814	31308549	2.0	3.68	0.0	0.0	2.87	0.12	3.99	1.0	3.7	1.0	0.0	14.18	10.98	2.51	7.85	2.0	4.99	11.53	4.21	9.61	2.15	13.37	0.0	1.03	8.98	0.0	2.99	0.0	1.97	1.01	2.02	0.51
HLA-B	ENSG00000234745	protein_coding	31353871	31367067	428.43	325.65	223.88	188.06	290.88	323.11	240.75	214.77	230.84	264.32	111.4	252.16	447.03	174.49	498.25	143.09	588.83	407.77	254.93	344.11	361.66	403.39	79.93	274.12	507.8	117.49	280.27	118.74	370.51	274.46	327.55	169.52
MIR6891	ENSG00000277402	miRNA	31355223	31355316	1182.32	880.4	639.18	487.4	811.2	863.57	701.42	635.35	597.41	716.56	289.74	716.49	1144.82	473.31	1368.91	392.7	1518.52	1063.1	715.54	908.3	976.46	1128.11	212.7	772.77	1397.42	320.61	704.37	338.97	1025.0	743.26	896.06	473.47
ENSG00000271581	ENSG00000271581	unprocessed_pseudogene	31356646	31357637	1032.33	800.26	523.66	430.68	635.84	735.64	497.37	451.62	538.82	665.21	252.24	505.25	980.6	311.38	1101.8	313.55	1235.72	837.96	544.17	694.7	742.36	867.02	179.85	613.57	1111.73	247.21	621.87	259.45	914.84	651.11	766.25	383.22
